YEAR,MONTH,DAY,RAINFALL,TMAX,TMIN
2021,11,2,0,33.9,24.9
2021,11,3,0,34.1,26.7
2021,11,4,0,34.3,26.6
2021,11,5,0,33.4,25.9
2021,11,6,0,34.4,26
2021,11,7,0.5,34.8,26.1
2021,11,8,0,33.7,26.2
2021,11,9,0,34.3,25.8
2021,11,10,0,31.6,25.1
2021,11,11,0,34.7,25.9
2021,11,12,15,33.1,25
2021,11,13,1,34,25.9
2021,11,14,0,32.6,26.2
2021,11,15,11.5,32,25.2
2021,11,16,-1,34.5,25.8
2021,11,17,0,33.9,25.7
2021,11,18,0,33.1,26.7
2021,11,19,0,33.2,26.2
2021,11,20,5,30.6,25
2021,11,21,3.5,32.3,25
2021,11,22,0,33.3,25.8
2021,11,23,1,32.1,25.6
2021,11,24,0.5,33.9,25.8
2021,11,25,0.5,32.7,26
2021,11,26,-1,30,25.7
2021,11,27,1.5,33,25.8
2021,11,28,4,28.2,25.1
2021,11,29,1,33.2,26.2
2021,11,30,3.5,32.6,26.7
2021,12,1,-1,31.4,25
2021,12,2,0,32.3,23.3
2021,12,3,0,32,22.8
2021,12,4,0,30.7,22.5
2021,12,5,0,31.1,22.3
2021,12,6,0,30.6,23
2021,12,7,-1,30.2,23.4
2021,12,8,0,31.9,25.1
2021,12,9,0,31.2,23.8
2021,12,10,0,32.7,24.4
2021,12,11,-1,29.4,25.1
2021,12,12,0,30.6,24.8
2021,12,13,0,31.8,24.8
2021,12,14,0,32.5,23.2
2021,12,15,0,30.3,23.6
2021,12,16,-1,32.3,26.3
2021,12,17,4,30.9,25.4
2021,12,18,41.5,32.7,23.5
2021,12,19,12,26.3,23.7
2021,12,20,0,32.7,25.1
2021,12,21,0,33.2,26.7
2021,12,22,3,31.5,25.1
2021,12,23,0,33,24.1
2021,12,24,-1,32.5,24.3
2021,12,25,0,33,24.7
2021,12,26,4.5,31.6,24
2021,12,27,-1,29.5,24.9
2021,12,28,-1,30.3,23.6
2021,12,29,0,31.1,24.1
2021,12,30,0,31.7,22.4
2021,12,31,0,31.4,23.4
